packet_size,duration,src_bytes,dst_bytes,random_noise,label
396.84518229655373,51.85950343110584,1304.8066297433902,589.9542196301915,1.2363181797064053,0
601.821953104852,-23.44800503236685,1039.5307313010444,689.0634668683401,1.1847555034110568,0
591.4078488703124,69.90721448155752,1396.4015783831014,1150.4407269728886,-1.2389659448048371,0
495.0677221992098,55.03607012712828,894.0926840589866,1288.3121937040617,-1.2779131065564704,0
677.5207424537462,34.485532100507854,1513.353889661696,1104.5373795151156,0.5351210087995322,0
553.7623683765888,56.57928091336169,1675.8570581940944,1184.1706773137164,0.21309057486897096,0
815.7223832219427,78.05296206523386,1330.1006703417377,1516.626496913223,1.4605566355835455,0
621.8239506070195,78.35019645972892,863.1605241114446,629.2546659870568,-1.3067229692119573,0
711.9108998247708,104.9686096744299,1190.6424159024216,709.0781708307443,-1.0511317357761678,0
715.2365755537764,27.97419194603131,400.0053758758836,515.979700724725,-0.859386131070751,0
510.4105984151713,50.91288546708704,1458.4332964847417,1111.3493114654514,0.26298612410471556,0
666.0957086728396,66.22945259652266,1901.3500794897263,866.6832528768471,1.1059354619577089,0
631.4480170904071,89.68083908845239,503.29435504667913,843.7619288590703,-0.9910173361055483,0
602.7157023212243,61.83507841427079,991.1862840632974,573.0500306431107,-0.2407321617440756,0
550.5335105970636,35.23994363994118,853.3717782298013,1101.5852518680454,2.2715744589045603,0
705.973173257659,30.47641284374633,1391.0355278212019,967.7456911135271,-0.28982190886839687,0
415.79517029611685,57.15398898213237,798.6138296802837,1236.446677282097,-0.7767120908594111,0
418.17707253617374,47.53263149993831,1001.1877237336365,1479.1872502541733,-0.9830329867197537,0
594.0143815046259,78.1316330318848,1104.1902732355725,1107.242403998991,-0.18983512806346253,0
624.0683036677132,49.241878462641594,1147.7698170819315,1121.8564418320952,-0.5468372457604648,0
428.30698774583425,43.15518310374371,1389.8968419359564,1449.996851770864,0.9293115872076053,0
522.0752354014289,54.75912894080137,957.2146216509458,1534.3287155846822,1.1165642691137982,0
621.0643475494318,47.57485258659212,847.7574160873403,728.0549035652352,1.910435632133414,0
698.3910303162281,85.28561471440968,1680.5668127148099,1294.8785813897232,0.05096771759968127,0
437.79784732603997,30.337973899702895,1639.8337857310678,1151.01552376468,-1.648567599612877,0
592.6709194377148,36.85346881255469,974.2788216757496,956.7922257751205,0.6464979655959932,0
723.4986764790772,43.51834845825461,806.2347815299152,1650.5976077150158,1.1048699546987093,0
588.472812033042,26.90366112144986,1840.3631967555662,975.5586650832529,0.2964675660492255,0
646.597440650814,54.0246869631377,1040.5631844344964,1158.6775543853296,-0.8152803293911224,0
439.84672717077206,42.71923676901178,1067.3624884273818,1180.9922229470956,-0.25172434060751725,0
636.316255828684,78.4362028654769,792.6984394329086,1566.7734966509397,0.159036264731735,0
854.9725683620354,58.47894416825623,1222.0832035969333,1288.0778987271888,2.0551927425907137,0
763.5075423254942,48.85507548676537,1726.0192238096806,1282.1962785453545,0.6449549840273966,0
722.5818471338237,63.15379473674354,1669.079030874027,690.3474848758743,-0.0970718201485539,0
560.385588724026,58.03314544290035,1673.7197724626901,1586.7540751995007,-1.838269734397389,0
821.5964395257199,64.85767943703739,1567.1088602206,1292.1074804321167,0.9305107655361015,0
239.08411923674913,5.250864825877414,1240.3051291606396,1268.7139290268772,-1.5777532278001976,0
444.0502515686883,47.48999919848858,1544.274168547452,1053.6510452698321,-0.509438944220231,0
528.9172853217535,49.00969924905045,1975.2379597572558,1071.1439142977963,-0.7223336238502043,0
